"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
41314,"GB",0,5,120,4,4,10,4,1,2,1,1,0,2,2,2,2,2,NA,"No",NA,1,0,0,0,1,0,0,0,0,5,NA,NA,5,0,3,NA,3,3,2,1,5,1,NA,NA,1,1,5,7,NA,5,3,2,3,0,2,2,"No",8,0,0,NA,NA,0,7,1,0,1,1,NA,0,1,1,1,1,1998,1999,1,1999,1,2000,1,2,7,4,1,1979,39,1,"suburbs",5,18,13,1,NA,NA,"Employee",NA,1,2,1,8,0,5,39,39,88,2,2519,0,0,NA,NA,"Yes, previously",1,7,3,1,"UKG",3,1,1,10,10,10,10,4,4,4,1,3,4,2,2,5,2,5,4,1,4,1,5,1,1,2,1,1,3,1,1,2,1,3,1,1,1,1,3,2,4.4665384
41387,"GB",15,5,240,6,4,4,2,3,4,3,4,8,8,8,7,7,7,7,"Yes",2,0,0,0,0,1,0,0,0,1,3,2,2,8,6,6,6,5,5,2,1,5,1,7,1,1,1,5,8,8,8,6,5,3,0,2,2,"No",5,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2015,2012,1,2016,0,NA,0,NA,3,2,1,1994,24,6,"suburbs",6,21,17,1,NA,NA,"Employee",NA,1,3,0,NA,9,6,37,45,88,2,2635,0,0,NA,NA,"No",1,9,1,1,"UKK",3,3,3,8,8,2,2,3,3,2,3,3,2,2,2,4,4,4,4,3,5,2,1,4,5,2,1,3,3,1,2,2,3,5,2,2,2,3,5,4,3.0899665
41391,"GB",300,5,120,8,9,6,2,3,2,3,1,6,6,6,5,3,3,5,"Yes",2,0,0,0,0,1,0,0,0,0,3,NA,NA,9,7,5,5,8,7,1,1,5,1,5,1,1,1,6,7,6,9,2,4,3,0,2,1,"No",4,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1996,1996,1,2005,1,2008,1,2,6,4,1,1978,40,1,"town",7,22,17,1,NA,NA,"Self-employed",4,NA,1,0,NA,10,10,25,25,71,5,2142,0,0,NA,NA,"No",1,10,1,2,"UKG",3,3,2,10,9,6,6,4,3,1,1,2,2,2,2,3,2,4,4,2,4,1,5,5,5,4,3,3,4,2,4,5,2,4,4,5,1,2,4,3,2.9776936
41439,"GB",180,5,60,5,5,NA,2,2,2,2,2,3,6,7,4,2,4,6,"Yes",3,1,0,0,0,1,0,1,0,1,5,3,2,8,4,4,6,6,6,2,2,4,3,5,2,2,2,7,7,5,7,6,2,NA,1,2,3,"Yes to some extent",7,8,1,2,2,7,6,6,0,1,1,NA,0,1,1,1,1,1969,1977,1,1977,1,1977,0,NA,3,2,1,1953,65,1,"village",2,16,11,6,1,2014,"Working for own family business",NA,3,1,0,NA,10,0,14,14,84,2,4110,0,1,0,0,"No",4,6,1,4,"UKK",1,1,1,8,9,2,2,4,2,2,2,2,3,2,NA,4,4,4,4,5,6,4,5,5,5,5,4,4,5,4,4,5,5,5,4,5,2,2,2,3,2.2386792
41465,"GB",65,4,5,6,7,2,3,3,4,3,2,5,9,9,3,4,6,8,"Yes",2,0,0,0,0,1,0,0,0,1,4,2,2,7,6,4,4,9,9,2,2,4,2,6,1,1,1,5,4,7,7,4,3,3,1,2,2,"No",6,6,1,6,19,9,2,1,0,1,0,2008,0,0,0,1,0,NA,2008,1,2014,1,2014,1,1,4,3,0,1988,30,1,"town",1,18,15,1,NA,NA,"Self-employed",0,NA,1,0,NA,6,7,30,30,49,5,8322,0,0,NA,NA,"No",2,1,3,2,"UKG",3,4,2,4,6,8,6,1,4,2,1,1,3,2,2,3,2,3,2,2,5,2,2,3,2,2,2,2,4,2,2,2,2,2,2,3,2,3,2,2,5.2714005
41488,"GB",120,5,240,0,0,3,4,2,1,2,1,0,5,8,0,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,1,NA,1,2,8,5,8,NA,8,10,3,1,5,3,NA,3,3,4,5,NA,3,9,4,NA,4,0,2,1,"No",10,10,1,2,2,7,6,6,1,1,1,NA,0,1,1,1,1,1970,1984,1,1991,1,2015,0,NA,8,2,1,1955,63,1,"village",1,15,10,6,1,2013,"Employee",NA,3,4,1,2,0,5,39,40,84,2,5000,0,0,NA,NA,"Yes, previously",4,4,2,4,"UKF",3,3,3,10,NA,8,NA,3,2,1,2,4,2,2,3,3,2,2,2,4,6,3,6,2,4,4,4,4,5,4,4,5,2,5,2,5,2,4,2,2,2.2801185
41537,"GB",240,1,NA,5,5,5,1,3,1,2,1,6,5,9,9,9,5,7,"Yes",2,0,0,0,0,0,0,0,0,1,5,2,1,5,5,5,5,5,7,3,2,2,2,5,2,2,3,5,5,5,5,1,1,2,0,1,4,"Yes a lot",10,10,0,NA,NA,0,6,7,0,1,1,NA,0,1,1,1,1,1951,1960,1,1966,1,1966,1,2,10,1,0,1936,82,5,"city",1,15,10,6,NA,NA,"Employee",NA,1,5,0,NA,5,5,40,45,30,4,9329,0,0,NA,NA,"Yes, previously",4,1,2,NA,"UKC",3,3,3,0,0,0,0,2,2,3,1,1,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,5,3,3,4,3,3,3,3,3,3,3,3,3,0.8942722
41555,"GB",1200,5,65,8,8,9,2,3,4,3,3,8,8,8,7,5,8,9,"Yes",3,1,0,0,1,1,0,1,0,1,3,3,3,9,8,6,7,8,9,1,1,5,1,8,2,2,1,8,9,9,8,6,3,4,0,1,2,"No",9,9,0,NA,NA,6,5,4,0,1,1,NA,0,1,1,1,1,1988,1994,1,2002,1,2006,1,2,4,4,0,1971,47,1,"town",7,24,24,1,NA,NA,"Employee",NA,1,4,1,3,9,3,37,45,72,2,1000,0,1,0,0,"No",1,10,1,1,"UKH",3,3,3,9,8,3,2,3,3,1,1,1,2,2,2,5,5,4,4,2,5,2,3,2,4,5,2,2,2,5,2,3,3,5,2,4,3,3,6,1,2.4782004
41574,"GB",180,5,480,2,1,3,3,1,1,1,3,5,7,5,1,1,1,1,"Yes",1,1,0,0,0,1,0,1,0,1,8,1,3,9,8,8,7,5,1,4,2,4,2,1,2,2,3,5,1,5,9,6,4,4,1,2,2,"No",7,1,0,NA,NA,2,6,6,0,1,1,NA,0,1,1,55,1,1980,1985,1,1985,1,1990,1,2,0,1,1,1964,54,5,"suburbs",4,16,13,1,NA,NA,"Employee",NA,1,5,1,2,10,1,37,40,86,2,3343,0,1,0,0,"Yes, currently",1,6,1,NA,"UKK",4,5,1,9,9,8,8,3,3,2,2,2,4,2,4,4,2,4,3,2,4,2,2,1,1,5,2,1,2,1,2,3,2,3,1,3,2,2,2,1,0.9852118
41585,"GB",120,4,60,7,7,7,1,3,3,4,4,6,6,5,5,2,3,5,"Yes",3,1,0,0,0,1,0,1,1,1,5,3,1,10,2,4,7,4,1,1,1,5,1,4,2,2,2,10,10,10,10,6,5,4,1,2,2,"No",10,6,1,2,2,7,3,2,1,1,1,NA,0,1,1,2,1,1971,1966,1,1972,1,1973,1,2,4,2,1,1949,69,1,"countryside",7,21,16,6,1,2014,"Employee",NA,2,5,1,5,9,7,40,40,88,1,2635,0,0,NA,NA,"Yes, currently",4,5,1,4,"UKJ",3,2,1,10,5,1,1,3,3,1,1,1,3,3,1,4,4,4,4,1,5,4,5,2,3,5,1,3,5,1,1,6,3,5,5,5,2,1,5,5,2.122618
41652,"GB",10,4,120,5,5,3,3,2,1,2,2,5,4,5,3,5,5,5,"Yes",2,0,0,0,1,0,0,1,0,0,NA,NA,NA,7,3,4,3,4,4,1,1,5,2,NA,2,3,3,4,4,4,7,2,1,2,0,4,2,"No",6,5,0,NA,NA,3,7,6,0,1,1,NA,0,NA,1,2,1,1979,1987,1,NA,0,NA,1,3,8,2,1,1964,54,6,"town",4,16,11,1,NA,NA,"Employee",NA,1,5,0,NA,3,5,21,21,81,2,9112,0,0,NA,NA,"No",1,NA,3,1,"UKH",4,4,2,8,5,9,5,3,4,3,NA,2,4,4,3,1,4,3,3,2,6,4,3,1,3,3,2,2,4,2,2,5,2,4,4,5,2,2,1,3,1.8095343
41669,"GB",0,5,120,2,3,5,4,3,1,1,2,2,8,8,1,4,5,8,"No",NA,0,0,0,0,1,0,0,0,0,4,NA,NA,10,4,3,5,3,3,1,3,2,5,6,2,2,2,5,9,6,7,7,6,5,0,3,1,"No",0,0,0,NA,NA,2,6,6,0,1,1,NA,0,1,1,1,1,1995,1998,1,2004,1,2016,1,1,0,3,1,1980,38,1,"town",7,22,21,8,1,2017,"Employee",NA,3,4,1,3,7,6,37,45,85,2,2310,0,0,NA,NA,"Yes, currently",1,10,2,1,"UKK",3,2,1,10,10,4,3,3,4,4,2,2,3,2,4,1,3,5,4,1,2,2,1,1,1,6,2,6,1,1,1,1,1,2,6,1,1,2,2,1,1.9704236
41708,"GB",60,2,NA,8,7,7,2,2,2,2,2,3,6,8,0,2,0,5,"Yes",2,0,0,0,0,0,0,0,0,1,3,2,3,10,0,0,0,2,9,1,2,4,4,0,3,3,3,4,5,5,10,6,4,3,0,1,1,"No",10,0,1,2,2,0,7,7,0,1,1,NA,0,1,1,2,1,1952,1954,1,1976,1,1976,0,NA,8,2,0,1936,82,1,"town",5,17,11,6,1,1996,"Employee",NA,1,3,0,NA,9,2,37,43,84,1,3315,0,0,NA,NA,"Yes, previously",4,5,1,4,"UKG",2,2,2,9,7,7,7,3,2,2,3,1,4,1,2,5,2,4,4,2,6,2,5,3,3,5,2,4,5,2,2,6,2,5,2,6,2,3,5,6,2.8940487
41748,"GB",20,5,60,2,3,4,2,1,1,1,1,3,8,8,3,3,2,2,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,3,5,4,4,4,6,6,1,1,5,4,3,2,3,3,2,2,2,7,2,3,2,0,2,2,"No",5,0,0,NA,NA,3,7,7,0,1,1,NA,0,1,1,2,1,2002,2012,1,2012,0,NA,1,2,8,4,0,1986,32,6,"village",1,15,10,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,70,70,43,5,7120,0,0,NA,NA,"No",1,10,1,1,"UKH",1,2,2,8,5,8,5,3,3,3,2,3,2,2,4,2,2,2,4,2,2,2,5,2,5,5,2,2,5,2,2,5,1,5,2,5,2,2,2,2,3.2034118
41750,"GB",10,5,240,2,5,4,3,1,2,1,2,2,3,5,1,1,1,NA,"Yes",6,0,0,0,0,1,0,NA,0,0,NA,NA,NA,5,2,2,NA,4,4,1,1,5,3,NA,2,2,2,1,3,4,4,2,1,1,0,3,3,"Yes to some extent",2,0,0,NA,NA,1,7,6,0,1,1,NA,0,1,1,1,1,1975,1982,1,1982,1,1983,1,2,8,2,1,1960,59,1,"village",3,16,13,8,1,2016,"Employee",NA,1,3,0,NA,7,0,19,19,84,4,4211,0,1,0,0,"Yes, previously",1,7,2,4,"UKJ",2,2,1,8,8,3,3,4,4,2,2,2,NA,2,2,2,2,4,4,2,1,5,2,1,4,5,3,4,3,4,3,6,1,5,4,5,2,1,1,2,2.122618
41774,"GB",30,5,60,5,7,5,3,2,2,2,1,7,8,10,8,8,8,7,"Yes",2,0,0,0,0,0,0,0,0,0,NA,NA,NA,9,6,6,NA,8,8,2,1,5,2,5,2,2,2,4,7,5,10,3,5,2,0,2,1,"No",9,7,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,55,1,2012,2012,1,2012,1,2017,1,1,3,3,1,1989,29,1,"suburbs",6,21,16,1,NA,NA,"Self-employed",0,NA,1,0,NA,7,8,25,25,56,5,1412,0,0,NA,NA,"No",1,4,1,2,"UKD",3,3,3,9,9,8,6,4,2,1,1,1,4,2,2,4,3,2,2,2,6,1,4,2,1,1,2,1,3,1,1,4,2,5,2,4,2,2,2,2,3.2239408
41787,"GB",90,5,60,5,5,7,2,2,3,2,2,4,6,7,5,2,1,4,"Yes",2,1,0,0,0,1,0,1,0,0,4,NA,NA,8,6,1,6,3,1,3,2,5,2,3,2,2,2,6,7,5,8,5,1,3,0,2,2,"Yes to some extent",8,6,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1955,0,1,1962,1,1962,1,3,2,2,0,1939,79,1,"town",3,15,20,6,1,1984,"Employee",NA,1,5,1,3,7,5,37,40,85,2,2422,0,0,NA,NA,"Yes, previously",4,NA,1,4,"UKE",4,3,2,8,7,5,4,3,3,2,1,2,4,2,2,NA,4,4,3,3,3,NA,3,4,5,3,2,2,4,3,2,4,2,5,3,4,2,2,2,3,1.8037289
41847,"GB",90,5,600,7,6,6,1,2,2,1,2,1,3,2,3,2,4,4,"Yes",2,0,0,0,0,1,1,1,1,1,1,2,2,6,3,0,1,3,7,1,1,5,1,7,1,1,1,8,9,9,7,3,3,2,0,2,2,"No",7,7,0,NA,NA,2,6,6,0,1,1,NA,0,1,1,1,1,1998,1998,1,1998,1,2000,1,2,6,4,0,1977,41,1,"town",6,21,18,1,NA,NA,"Employee",NA,1,5,0,NA,3,1,37,37,64,4,4221,0,0,NA,NA,"No",1,4,3,1,"UKJ",2,1,2,7,7,3,2,3,2,2,2,2,1,4,1,4,5,4,4,3,5,1,2,2,4,5,2,2,2,2,2,3,4,4,4,3,2,1,5,4,2.5586395
41952,"GB",60,5,20,6,4,4,3,2,2,2,3,6,5,6,4,4,5,6,"Yes",1,0,0,0,0,0,0,0,0,0,6,NA,NA,8,7,5,6,7,4,2,2,4,4,3,2,2,2,4,5,5,7,6,4,4,0,2,2,"No",6,3,0,NA,NA,5,4,3,0,1,1,NA,0,1,1,55,1,1990,NA,1,NA,0,NA,1,1,6,3,1,NA,NA,6,"suburbs",5,22,18,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,0,45,81,5,6113,0,1,1,0,"No",2,3,2,2,"UKG",2,3,3,8,8,4,4,3,3,3,1,1,2,2,2,4,3,4,4,2,5,3,4,4,4,5,4,3,5,3,2,4,4,4,4,5,2,2,5,5,2.9776936
41964,"GB",25,5,60,7,6,8,2,3,3,2,3,3,4,5,3,3,5,5,"No",NA,1,0,0,1,1,0,1,1,1,1,2,2,8,5,3,3,5,6,1,3,4,3,8,1,1,1,9,9,9,9,3,3,2,0,3,1,"No",2,5,1,4,13,10,3,1,0,1,1,NA,0,1,0,1,1,2010,2007,1,2010,1,2015,1,1,8,3,1,1986,32,1,"city",6,22,19,1,NA,NA,"Employee",NA,1,2,0,NA,5,6,17,17,85,4,2359,1,0,NA,NA,"No",1,5,2,1,"UKI",3,2,2,9,8,7,5,4,4,2,2,2,2,2,2,4,3,4,4,3,6,1,5,2,2,5,1,2,5,2,1,4,3,4,3,3,2,1,5,4,3.6051953
41968,"GB",60,5,180,5,7,2,2,2,2,2,2,7,7,8,7,7,5,8,"Yes",NA,0,0,0,0,0,0,0,0,1,7,NA,NA,9,5,5,7,8,10,3,2,4,2,3,1,1,1,8,9,9,10,6,4,5,0,1,1,"No",9,9,1,2,2,7,6,4,0,1,1,NA,0,1,1,1,1,1970,1967,1,1974,1,1974,1,2,1,2,1,1949,69,1,"village",5,18,16,6,1,2011,"Self-employed",3,NA,1,1,3,10,10,NA,60,56,5,1412,0,0,NA,NA,"Yes, previously",4,5,1,4,"UKL",4,3,2,8,8,6,6,3,4,1,1,1,5,2,3,4,3,4,4,2,5,1,5,2,2,2,2,2,5,3,2,5,2,5,2,5,1,1,1,2,2.896023
42002,"GB",180,5,240,1,1,5,1,4,5,4,5,6,6,5,5,6,6,8,"Yes",2,1,1,1,1,1,1,1,1,1,4,2,1,9,3,0,3,1,0,1,1,5,1,5,2,2,2,5,8,8,9,6,4,4,0,2,3,"Yes to some extent",8,8,1,2,2,2,7,5,0,1,1,NA,0,1,1,1,1,1966,1971,1,1971,1,1971,1,2,5,3,1,1950,68,1,"suburbs",6,18,17,1,NA,NA,"Employee",NA,1,4,0,NA,7,6,35,35,85,2,2635,0,0,NA,NA,"Yes, currently",1,10,1,1,"UKF",2,1,1,8,7,2,2,4,4,1,1,1,3,2,1,3,3,4,4,1,6,1,5,4,3,5,1,2,5,1,1,6,1,4,5,5,4,5,5,4,3.4201777
42070,"GB",60,1,NA,5,5,5,3,1,1,1,1,4,4,7,0,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,1,6,1,3,8,5,6,4,7,7,3,3,2,4,4,3,3,3,3,4,3,8,3,4,2,0,1,2,"No",8,5,1,2,2,5,7,7,0,1,1,NA,0,1,1,2,1,1957,1964,1,1964,1,1964,1,2,7,2,0,1943,75,1,"village",1,14,9,1,NA,NA,"Employee",NA,3,2,0,NA,1,0,NA,20,49,4,8332,0,0,NA,NA,"No",4,8,2,4,"UKF",NA,3,3,4,6,5,6,1,NA,2,3,2,3,3,NA,NA,2,NA,NA,3,6,5,4,2,6,5,4,2,5,4,4,NA,NA,5,NA,NA,4,3,5,2,1.9505227
42074,"GB",30,5,60,3,5,5,3,3,1,3,1,5,5,8,5,5,5,5,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,7,3,5,5,7,7,3,1,5,1,5,3,3,3,7,7,5,7,6,4,2,0,3,2,"No",5,2,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2001,2004,1,2004,0,NA,1,3,10,4,1,1984,34,6,"suburbs",2,16,11,8,1,2004,"Employee",NA,1,4,0,NA,5,0,39,39,47,4,5223,0,1,1,1,"No",6,3,2,6,"UKH",4,3,3,7,7,7,7,3,2,2,2,1,3,3,3,3,3,3,3,4,4,4,3,1,3,5,2,4,4,4,2,3,3,4,4,3,3,3,4,3,1.4188308
42083,"GB",4,5,540,6,4,4,4,2,1,3,2,2,6,9,2,1,4,5,"Yes",6,0,0,0,0,1,0,1,0,1,2,6,2,7,5,4,7,6,7,2,1,5,1,5,1,1,1,8,9,8,7,4,5,3,0,3,2,"No",1,4,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2006,2008,1,2008,1,2014,1,2,4,4,1,1990,28,1,"town",5,16,15,1,NA,NA,"Employee",NA,1,5,0,NA,7,6,37,37,79,4,3332,0,0,NA,NA,"No",1,7,2,1,"UKJ",3,2,1,6,4,6,3,3,4,2,1,2,2,2,1,3,4,3,3,2,3,1,4,5,1,5,3,2,3,1,2,4,3,3,5,4,1,1,4,4,2.9297695
42186,"GB",180,5,420,6,4,4,1,3,4,3,3,8,3,6,4,4,0,5,"Yes",1,1,0,1,0,0,0,0,0,1,7,1,2,9,6,7,8,8,7,3,3,5,2,0,2,2,2,9,7,7,9,3,2,2,0,1,2,"No",7,4,0,NA,NA,3,6,4,1,1,1,NA,0,1,1,2,1,1981,1978,1,1981,1,1984,0,NA,0,1,0,1960,58,4,"countryside",6,21,16,1,NA,NA,"Employee",NA,1,1,0,NA,9,8,37,60,62,4,2421,0,0,NA,NA,"No",1,9,1,NA,"UKH",4,4,3,9,7,4,4,2,4,2,1,3,5,1,2,4,3,4,4,2,4,2,5,2,4,2,1,3,5,1,1,2,5,5,1,2,2,2,5,4,0.87935174
42188,"GB",30,1,NA,10,10,5,2,2,1,2,1,0,10,10,8,NA,0,10,"Yes",1,0,0,0,0,0,0,0,0,1,8,1,3,10,6,3,3,10,10,5,2,5,2,5,2,2,2,10,9,9,10,7,1,NA,0,1,2,"Yes to some extent",10,10,1,2,2,10,7,1,0,1,1,NA,0,1,1,2,1,1944,1946,1,1958,1,1958,1,1,10,1,1,1930,88,5,"suburbs",1,13,8,6,1,1990,"Employee",NA,1,4,0,NA,5,5,40,48,47,4,8160,0,0,NA,NA,"No",4,1,1,NA,"UKH",5,2,5,NA,0,3,2,4,2,4,4,NA,1,2,4,4,2,5,NA,1,6,2,5,2,4,2,2,1,4,2,1,2,1,5,1,2,1,2,1,2,1.0279429
42198,"GB",0,5,240,5,5,7,3,1,2,1,2,5,5,10,7,6,3,8,"No",NA,0,0,0,0,0,0,0,0,1,5,10,2,10,1,6,5,10,3,3,1,5,1,0,4,4,4,0,0,0,10,7,2,4,0,3,1,"No",10,0,1,1,1,5,5,3,0,1,1,NA,0,1,1,2,0,NA,0,0,NA,0,NA,0,NA,3,2,1,2002,16,6,"town",7,NA,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"No",1,NA,1,9,"UKN",2,3,3,10,10,10,10,4,4,3,1,1,5,1,5,2,3,3,5,1,3,3,1,1,1,2,2,4,1,2,3,1,1,1,3,4,1,3,5,1,2.8096879
42219,"GB",5,5,120,1,1,5,2,3,3,2,2,5,10,9,6,4,5,5,"No",NA,0,0,0,1,1,0,0,0,1,8,2,2,8,5,8,5,8,3,3,1,5,3,5,2,2,2,5,4,5,8,5,3,2,0,1,2,"No",8,8,0,NA,NA,2,7,4,0,1,1,NA,0,1,1,1,0,NA,2004,0,NA,0,NA,1,5,2,6,1,1985,33,6,"suburbs",1,15,10,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"No",6,3,2,6,"UKD",2,3,3,0,0,10,9,4,4,2,1,2,3,5,1,5,4,2,2,2,6,1,5,1,2,3,1,1,4,1,1,5,2,1,1,6,4,2,5,3,1.6119704
42247,"GB",30,5,540,7,5,8,3,3,3,3,2,7,7,6,7,6,5,5,"Yes",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,6,6,7,7,6,2,2,4,2,3,1,1,1,7,7,7,8,6,3,3,0,1,1,"No",8,7,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,2002,2000,1,2000,0,NA,1,2,2,4,1,1982,36,6,"town",5,17,12,1,NA,NA,"Employee",NA,1,4,0,NA,10,6,32,32,86,2,3359,0,0,NA,NA,"No",1,9,1,1,"UKL",3,3,3,8,8,8,7,3,3,2,2,1,3,3,3,3,4,4,2,2,3,4,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2.5489995
42259,"GB",5,5,120,5,7,7,3,3,2,3,1,4,4,6,4,4,4,4,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,7,7,5,7,8,3,1,5,2,4,2,2,2,5,6,6,10,5,4,3,0,1,1,"No",5,5,0,NA,NA,3,6,6,0,1,1,NA,0,1,1,1,1,2001,2007,1,2007,1,2012,1,2,10,4,1,1986,33,1,"town",3,15,11,1,NA,NA,"Employee",NA,1,3,0,NA,10,0,16,16,93,1,9112,0,1,0,0,"Yes, currently",1,NA,2,1,"UKD",3,3,2,7,5,5,5,3,2,3,2,1,3,2,2,4,3,3,3,3,5,5,5,5,1,6,4,1,5,1,1,5,2,2,5,5,1,1,2,2,3.2239408
42273,"GB",0,5,60,2,6,7,3,1,3,1,3,0,0,1,0,0,0,0,"Yes",2,0,0,0,1,1,0,0,1,1,1,2,2,5,3,1,1,1,1,1,1,5,1,6,NA,NA,3,5,5,5,5,7,4,2,1,1,3,"Yes to some extent",10,3,1,2,2,2,6,4,0,1,1,NA,0,1,1,55,1,1994,1994,0,NA,0,NA,1,5,10,4,1,1977,41,6,"town",5,16,11,5,1,NA,"Employee",NA,1,NA,0,NA,1,1,NA,NA,NA,4,NA,0,1,1,1,"No",6,NA,3,6,"UKD",1,1,1,1,3,0,0,NA,NA,NA,NA,NA,4,3,2,5,4,5,5,2,6,3,6,5,1,6,3,2,6,1,1,2,2,2,2,2,1,3,6,2,1.0279286
42368,"GB",60,5,30,5,6,7,2,3,3,3,3,5,6,8,5,5,4,5,"Yes",1,0,0,0,0,0,0,1,0,1,5,1,2,8,6,6,7,8,8,3,2,4,3,7,2,2,2,5,5,5,8,6,3,3,0,2,3,"Yes to some extent",8,5,0,NA,NA,5,4,7,0,1,1,NA,0,1,1,2,1,1964,1964,1,1969,1,1969,1,4,6,2,1,1944,75,1,"suburbs",5,24,19,6,1,1994,"Employee",NA,1,4,1,NA,8,8,37,40,86,2,2221,0,0,NA,NA,"Yes, previously",4,4,1,4,"UKE",4,3,2,8,6,5,5,3,2,2,2,2,2,3,2,3,4,4,4,1,5,2,2,3,2,4,2,4,5,1,2,5,2,5,4,4,3,1,3,4,2.108519
42398,"GB",50,4,90,6,7,7,3,2,3,2,3,4,7,8,4,3,3,4,"No",NA,0,0,0,0,NA,0,0,0,0,5,NA,NA,8,5,3,3,7,7,2,1,5,1,6,2,2,2,6,8,7,8,4,2,2,1,3,2,"No",7,5,0,NA,NA,3,7,7,0,1,1,NA,0,1,1,2,1,1999,2001,1,2001,1,2003,1,2,7,4,1,1978,41,1,"suburbs",5,21,17,1,NA,NA,"Employee",NA,1,5,1,25,9,8,37,50,88,2,2635,0,0,NA,NA,"Yes, currently",1,9,2,1,"UKE",2,2,2,8,8,4,5,4,4,2,1,1,2,2,4,4,3,4,4,3,5,2,3,3,4,4,1,2,4,2,1,3,3,4,2,3,2,2,4,3,1.8558604
42401,"GB",20,5,180,2,4,7,3,3,4,2,3,1,2,2,0,0,4,4,"No",NA,0,0,0,0,0,0,1,0,0,5,NA,NA,8,2,1,2,1,3,5,4,5,4,5,1,1,2,5,1,5,8,6,3,3,0,1,2,"No",2,0,1,7,16,2,5,6,0,1,1,NA,0,0,1,55,1,2012,2014,1,2014,0,NA,0,NA,9,1,0,1995,24,6,"village",5,17,17,1,NA,NA,"Employee",NA,1,2,1,12,8,8,24,50,47,4,5222,1,0,NA,NA,"Yes, currently",1,2,3,NA,"UKM",3,1,1,8,8,8,6,3,3,3,3,1,3,2,2,3,3,4,3,2,5,1,2,4,3,5,4,2,5,1,2,4,3,3,4,4,2,2,4,3,1.9894446
42447,"GB",120,2,NA,5,5,5,3,2,1,2,1,5,8,9,4,2,4,6,"Yes",1,0,0,0,0,0,0,0,0,0,8,NA,NA,8,5,5,7,5,10,1,3,3,5,5,2,2,4,5,5,5,8,6,2,4,0,2,3,"Yes to some extent",10,4,1,2,5,8,3,1,0,1,1,NA,0,1,1,1,1,1950,1957,1,1957,1,1957,1,2,5,2,1,1933,85,1,"town",2,16,11,6,1,1957,"Employee",NA,3,5,0,NA,6,0,40,40,23,4,4419,0,0,NA,NA,"No",4,3,1,4,"UKH",3,1,2,10,8,3,2,3,3,1,1,1,2,2,2,3,2,2,2,3,6,2,5,1,5,2,3,1,5,5,3,2,2,6,2,5,2,1,5,6,2.0558858
